probe,Mode,Aperture,TxFrequency_MHz,Location_mm,Focus_mm,Voltage_V,PPP_MPa,PNP_abs_MPa,NumTrials
GE624D,pAM,85.0,12.5,7.0,7.0,25.0,3.1679432980336126,2.8110917208383697,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,26.0,3.2152253458565774,2.8470890080314546,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,27.0,3.2757985608239344,2.829074703895614,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,28.0,3.278755137951343,2.842525285625426,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,29.0,3.2997139430205635,2.846101147389095,3.0
GE624D,pAM,85.0,12.5,7.0,7.0,30.0,3.347544421928282,2.826210434598876,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,1.6,0.47536626429216566,0.4372258686681865,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,2.0,0.6148375905725177,0.5668369842910532,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,3.0,0.9611381325075853,0.8664641646315564,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,4.0,1.3035031765890015,1.1091140184351849,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,5.0,1.6448678104103454,1.3122657971163088,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,6.0,1.9834984207127537,1.4767928925114535,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,7.0,2.295050106044416,1.6058202498543757,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,8.0,2.5671464842016576,1.6968174799420959,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,9.0,2.7889298336628134,1.7645229484944405,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,10.0,2.958728175053224,1.81210141225525,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,11.0,3.0860155666125197,1.8498235007527433,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,12.0,3.1732569050272126,1.879364294698787,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,13.0,3.2727527027364065,1.9032682064469713,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,14.0,3.3560544114502058,1.9288695684854493,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,15.0,3.413011771770036,1.947594167704776,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,16.0,3.4586996662251166,1.9473360527659613,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,17.0,3.487093594630355,1.949295392006101,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,18.0,3.5079719582900633,1.964055239790305,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,19.0,3.489567391624685,2.004835893821455,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,20.0,3.475383717422211,2.0175011632626174,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,21.0,3.5221288869074225,1.9980672483833766,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,22.0,3.5426717363019216,2.0338418516023666,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,23.0,3.6145313217384563,2.0133207030414506,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,24.0,3.662496843874338,2.0134118647746777,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,25.0,3.724314843188567,2.0163146295359615,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,26.0,3.7545900966642214,2.023824310022537,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,27.0,3.8192355452886804,2.007067988984845,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,28.0,3.8322969578975035,1.9956458387062022,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,29.0,3.860128550704539,1.9974171905669784,3.0
GE624D,pAM,85.0,12.5,9.0,9.0,30.0,3.872788637272262,2.0012690395502575,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,1.6,0.3456235277024941,0.3679421746621297,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,2.0,0.43518467157533913,0.48012855964183077,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,3.0,0.6535318777528266,0.7774645967347316,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,4.0,0.8522525404593667,1.067506413345182,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,5.0,1.0523140023994255,1.3607367473913803,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,6.0,1.242037543621477,1.6425882558817086,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,7.0,1.4301307824926972,1.915690820376667,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,8.0,1.589461693708226,2.166542867201253,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,9.0,1.7249445350985457,2.3953620854065947,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,10.0,1.829011855266484,2.615133160539887,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,11.0,1.9145435917119944,2.8102377187898946,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,12.0,1.9776768798948128,2.9822383455421844,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,13.0,2.025581558738495,3.12653084836599,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,14.0,2.0635519231114863,3.237625676975039,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,15.0,2.090317030942618,3.3207172356154047,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,16.0,2.110138071691303,3.388202786669094,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,17.0,2.1107858382088156,3.439243662149835,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,18.0,2.121073518856578,3.4795504134923565,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,19.0,2.1692260337916003,3.51249756333673,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,20.0,2.208649330697412,3.5324794997011595,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,21.0,2.237353061850492,3.538919643335323,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,22.0,2.266003984335696,3.5433967087457368,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,23.0,2.2924291550715625,3.5441721357690077,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,24.0,2.311628208165195,3.548552360277725,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,25.0,2.32366008973699,3.5540457246340025,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,26.0,2.378942887465056,3.560112339875482,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,27.0,2.436033536246143,3.558758598813361,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,28.0,2.4867241178091075,3.559007609879171,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,29.0,2.534605397040854,3.5765177235049905,3.0
GE624D,pAM,85.0,12.5,10.0,10.0,30.0,2.5783238571765623,3.603002692429939,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,1.6,0.3685930348667899,0.4126086578137234,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,2.0,0.46306130654302535,0.5381792455989179,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,3.0,0.7148674801297977,0.8742548990144746,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,4.0,0.9634733455952053,1.197104380720681,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,5.0,1.2006164439355675,1.4989178977453044,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,6.0,1.4281714368157419,1.770485085074314,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,7.0,1.6459996888275856,2.027258965796818,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,8.0,1.8509614721715657,2.260524914703033,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,9.0,2.0570643328386637,2.4431375237394444,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,10.0,2.232855794159153,2.6037906278272867,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,11.0,2.3842578341984773,2.7524555946624627,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,12.0,2.5389797537523187,2.871209959716093,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,13.0,2.6730297713844084,2.968745396875212,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,14.0,2.7861036052949433,3.0504354066751858,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,15.0,2.890643741083247,3.114013589208596,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,16.0,2.9931808893534733,3.167207883793956,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,17.0,3.0737315923208155,3.2297258977701877,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,18.0,3.1339537895378715,3.2957654606272637,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,19.0,3.188994937457467,3.364391622565081,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,20.0,3.2117838601144286,3.4511706126466812,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,21.0,3.2549344008233057,3.5133377482428862,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,22.0,3.296093115933101,3.5684546610017325,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,23.0,3.3127726412366285,3.6310006040461755,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,24.0,3.3426989233268904,3.6729214534306043,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,25.0,3.355476821993486,3.7032484442150846,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,26.0,3.392994537298758,3.728190046526418,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,27.0,3.4256997432703185,3.7390335335579565,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,28.0,3.4469487011448394,3.75798244940395,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,29.0,3.449615930670145,3.783678778913842,3.0
GE624D,pAM,85.0,15.625,5.0,5.0,30.0,3.4560595422200646,3.8006786414958227,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,1.6,0.30685357077485725,0.3665464865097252,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,2.0,0.38662449381149494,0.47845665163891277,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,3.0,0.5785130836640991,0.7981067038995021,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,4.0,0.7559481327767045,1.108513760488311,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,5.0,0.9351573414542331,1.411091837633296,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,6.0,1.0960904684378898,1.7009019951503594,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,7.0,1.2424664404950931,1.9791645181265327,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,8.0,1.3754414202364422,2.2413563718163254,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,9.0,1.4884270045534809,2.47263805564483,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,10.0,1.597721208223807,2.6784893720650635,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,11.0,1.6919443423843312,2.850219231223182,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,12.0,1.7695665704067354,2.9987206026239233,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,13.0,1.8402834606753216,3.130859768414895,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,14.0,1.8998420403062461,3.2362672708448965,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,15.0,1.9460288995914061,3.320457445920498,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,16.0,1.9711660435949003,3.393000646717367,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,17.0,1.977216402742875,3.4726219199521338,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,18.0,1.9846921524855263,3.541334927288169,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,19.0,1.9865162878613625,3.61382444118893,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,20.0,2.0106314566691377,3.66949331643854,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,21.0,2.03985701851339,3.701186856532623,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,22.0,2.041707536431939,3.747316782292433,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,23.0,2.0256911619374915,3.7986515758797457,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,24.0,2.0403994139916244,3.8007194508331867,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,25.0,2.097297641958415,3.7880164821020785,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,26.0,2.108628834352285,3.813919114913627,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,27.0,2.110045303241049,3.836207489573562,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,28.0,2.104146935802537,3.862924165966978,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,29.0,2.099802649387265,3.872046930701003,3.0
GE624D,pAM,85.0,15.625,7.0,7.0,30.0,2.0935955909213617,3.8837831601239454,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,1.6,0.28505226975830844,0.34022307849035177,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,2.0,0.36302183743557337,0.43699590961022755,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,3.0,0.5588994346580244,0.7058581105908481,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,4.0,0.7594676150708409,0.9793464598949876,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,5.0,0.9531344651473498,1.2355440257211165,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,6.0,1.1288079691875448,1.4804101923502297,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,7.0,1.2922863429661724,1.7153007444196673,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,8.0,1.4404386324635245,1.9274877368157555,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,9.0,1.5823875519034276,2.131424551375052,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,10.0,1.696056505300443,2.3071493212531395,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,11.0,1.773359384860952,2.4660486032191837,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,12.0,1.8453948157423714,2.606645869859454,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,13.0,1.9171362769127942,2.7444514144041925,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,14.0,1.9731663443175649,2.8661120730786003,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,15.0,2.0741447723585096,2.92086882006865,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,16.0,2.141878995436423,2.9974003568313043,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,17.0,2.177874637534311,3.081179946405443,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,18.0,2.197192704707076,3.1599478152744616,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,19.0,2.208435253772097,3.2250127486458227,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,20.0,2.227906830791137,3.2848015670940547,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,21.0,2.268320777992305,3.3377431742136494,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,22.0,2.3148450589528937,3.376812726684976,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,23.0,2.3510091075750914,3.4144292036050157,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,24.0,2.38740711267517,3.4564808377444627,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,25.0,2.426234641033028,3.487108146984531,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,26.0,2.4542499704120524,3.5189023115961007,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,27.0,2.4900314021111463,3.535605644552453,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,28.0,2.4996551940007747,3.5690155139689987,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,29.0,2.5219497013392362,3.5839472718099725,3.0
GE624D,pAM,85.0,15.625,9.0,9.0,30.0,2.5323116438115942,3.596686770486068,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,1.6,0.243698677892677,0.27974937116984155,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,2.0,0.29805657978720235,0.36519589667438496,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,3.0,0.4636193540697813,0.5771528203123555,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,4.0,0.6177816457026385,0.7906251372600126,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,5.0,0.7747737294733262,0.9994440207247633,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,6.0,0.9247697717705039,1.2188583795047954,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,7.0,1.0725252851685443,1.4293500297698325,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,8.0,1.1961101544610884,1.6245034770521707,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,9.0,1.3240883549918623,1.791596850225828,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,10.0,1.445382490747134,1.9478947220020546,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,11.0,1.5453570698733528,2.095770286508987,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,12.0,1.6352776542001821,2.233118326788041,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,13.0,1.70038491898201,2.3614837589267217,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,14.0,1.7468247739936669,2.475990175348032,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,15.0,1.8057315028835494,2.5643760499707198,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,16.0,1.843959804262594,2.6610949229598915,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,17.0,1.8619754506204746,2.7455537100588807,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,18.0,1.9144441942117971,2.813463053549299,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,19.0,1.9728092356665405,2.8493115924698684,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,20.0,2.0193287624416953,2.907701332912047,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,21.0,2.0659201549684267,2.9526649214625635,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,22.0,2.1046525102451055,2.9923389302735472,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,23.0,2.1342466338180173,3.026484466162879,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,24.0,2.163781994328373,3.0504950707938985,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,25.0,2.187849239938526,3.0677918915370963,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,26.0,2.157297812752186,3.0983346018040154,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,27.0,2.1329918690487117,3.120665156593305,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,28.0,2.194130400065911,3.1222650698106076,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,29.0,2.220699698675277,3.135715220976156,3.0
GE624D,pAM,85.0,15.625,10.0,10.0,30.0,2.2343880665210736,3.1503870069767,3.0
GE624D,xAM,35.0,12.5,5.0,,1.6,0.11107332748260201,0.1114301330099735,3.0
GE624D,xAM,35.0,12.5,5.0,,2.0,0.13657401096205377,0.14929023517293175,3.0
GE624D,xAM,35.0,12.5,5.0,,3.0,0.21686927845433532,0.24509001867682037,3.0
GE624D,xAM,35.0,12.5,5.0,,4.0,0.2963328881075073,0.34658091518666323,3.0
GE624D,xAM,35.0,12.5,5.0,,5.0,0.3847693578388088,0.4383147437685159,3.0
GE624D,xAM,35.0,12.5,5.0,,6.0,0.47161568254791825,0.5375219795141122,3.0
GE624D,xAM,35.0,12.5,5.0,,7.0,0.5699012537075802,0.6499075101018121,3.0
GE624D,xAM,35.0,12.5,5.0,,8.0,0.6678829871105861,0.7547871286060346,3.0
GE624D,xAM,35.0,12.5,5.0,,9.0,0.7677655327556115,0.8650362636525437,3.0
GE624D,xAM,35.0,12.5,5.0,,10.0,0.8679129352610359,0.974746799212063,3.0
GE624D,xAM,35.0,12.5,5.0,,11.0,0.9676506026027031,1.0843565944402849,3.0
GE624D,xAM,35.0,12.5,5.0,,12.0,1.0766960015692115,1.1910897825353974,3.0
GE624D,xAM,35.0,12.5,5.0,,13.0,1.1757122414818824,1.3021779975736971,3.0
GE624D,xAM,35.0,12.5,5.0,,14.0,1.2773139074330633,1.40904945273492,3.0
GE624D,xAM,35.0,12.5,5.0,,15.0,1.365929244052779,1.5093604824307487,3.0
GE624D,xAM,35.0,12.5,5.0,,16.0,1.4502734898509644,1.6111069782782959,3.0
GE624D,xAM,35.0,12.5,5.0,,17.0,1.5532493600877022,1.709010601476874,3.0
GE624D,xAM,35.0,12.5,5.0,,18.0,1.641230305720237,1.8097102867455188,3.0
GE624D,xAM,35.0,12.5,5.0,,19.0,1.7194108471398177,1.9043408790544998,3.0
GE624D,xAM,35.0,12.5,5.0,,20.0,1.8064549107021586,1.996129296014808,3.0
GE624D,xAM,35.0,12.5,5.0,,21.0,1.8906753023110303,2.080227494194005,3.0
GE624D,xAM,35.0,12.5,5.0,,22.0,1.961821628183376,2.1643132305101935,3.0
GE624D,xAM,35.0,12.5,5.0,,23.0,2.0304170961014805,2.2470867322926105,3.0
GE624D,xAM,35.0,12.5,5.0,,24.0,2.117552635443046,2.3203161823887775,3.0
GE624D,xAM,35.0,12.5,5.0,,25.0,2.167377610220559,2.3972130165134957,3.0
GE624D,xAM,35.0,12.5,5.0,,26.0,2.230715815688741,2.465700928569796,3.0
GE624D,xAM,35.0,12.5,5.0,,27.0,2.28858257019583,2.532799299293196,3.0
GE624D,xAM,35.0,12.5,5.0,,28.0,2.3430527867036965,2.593850867630437,3.0
GE624D,xAM,35.0,12.5,5.0,,29.0,2.3938577399713803,2.653261847856155,3.0
GE624D,xAM,35.0,12.5,5.0,,30.0,2.4386613940901367,2.7092110156645415,3.0
GE624D,xAM,35.0,12.5,7.0,,1.6,0.02926784148332201,0.03060461880461679,3.0
GE624D,xAM,35.0,12.5,7.0,,2.0,0.03425448627269323,0.034964491139553376,3.0
GE624D,xAM,35.0,12.5,7.0,,3.0,0.046376998594192975,0.04481588423820907,3.0
GE624D,xAM,35.0,12.5,7.0,,4.0,0.06703052201052828,0.07247136425960767,3.0
GE624D,xAM,35.0,12.5,7.0,,5.0,0.09292773829599765,0.10380006746326807,3.0
GE624D,xAM,35.0,12.5,7.0,,6.0,0.11672979130761439,0.12748359412164179,3.0
GE624D,xAM,35.0,12.5,7.0,,7.0,0.1327503442276585,0.15986512254763527,3.0
GE624D,xAM,35.0,12.5,7.0,,8.0,0.15737072243316208,0.19430037504836584,3.0
GE624D,xAM,35.0,12.5,7.0,,9.0,0.1821621099474553,0.2160656368007341,3.0
GE624D,xAM,35.0,12.5,7.0,,10.0,0.2010223860449004,0.24559943011764443,3.0
GE624D,xAM,35.0,12.5,7.0,,11.0,0.22976171503432016,0.2801683822287765,3.0
GE624D,xAM,35.0,12.5,7.0,,12.0,0.2594639803843067,0.31007047501650736,3.0
GE624D,xAM,35.0,12.5,7.0,,13.0,0.2823602530548095,0.34832840604197485,3.0
GE624D,xAM,35.0,12.5,7.0,,14.0,0.3090842775089952,0.37500406090225474,3.0
GE624D,xAM,35.0,12.5,7.0,,15.0,0.34220986636780554,0.40905221101680705,3.0
GE624D,xAM,35.0,12.5,7.0,,16.0,0.3682914007129117,0.4431828763200778,3.0
GE624D,xAM,35.0,12.5,7.0,,17.0,0.3999763474871248,0.46871188204528796,3.0
GE624D,xAM,35.0,12.5,7.0,,18.0,0.4270600313998493,0.5057422906056699,3.0
GE624D,xAM,35.0,12.5,7.0,,19.0,0.4540926359969982,0.5352572372393319,3.0
GE624D,xAM,35.0,12.5,7.0,,20.0,0.48623435518706243,0.5734531399161242,3.0
GE624D,xAM,35.0,12.5,7.0,,21.0,0.5101943456123547,0.6077755515092663,3.0
GE624D,xAM,35.0,12.5,7.0,,22.0,0.5388128612751713,0.643308575937304,3.0
GE624D,xAM,35.0,12.5,7.0,,23.0,0.570063675672634,0.6853454911103883,3.0
GE624D,xAM,35.0,12.5,7.0,,24.0,0.5989166181196063,0.7145685386875847,3.0
GE624D,xAM,35.0,12.5,7.0,,25.0,0.6280103714193918,0.7539088183852468,3.0
GE624D,xAM,35.0,12.5,7.0,,26.0,0.6537435297769078,0.7837024323851948,3.0
GE624D,xAM,35.0,12.5,7.0,,27.0,0.6807863195324915,0.8151342782406061,3.0
GE624D,xAM,35.0,12.5,7.0,,28.0,0.711393071592156,0.8497893354569528,3.0
GE624D,xAM,35.0,12.5,7.0,,29.0,0.7361805154503663,0.8865732249671479,3.0
GE624D,xAM,35.0,12.5,7.0,,30.0,0.7708020204988744,0.9289502680043875,3.0
GE624D,xAM,35.0,15.625,5.0,,1.6,0.058203738822627804,0.05226761985589901,3.0
GE624D,xAM,35.0,15.625,5.0,,2.0,0.0757932851961502,0.07765522186881374,3.0
GE624D,xAM,35.0,15.625,5.0,,3.0,0.12524466748056312,0.13073920251055135,3.0
GE624D,xAM,35.0,15.625,5.0,,4.0,0.17748165185231488,0.18521271765087555,3.0
GE624D,xAM,35.0,15.625,5.0,,5.0,0.23026658936443622,0.2348833996194218,3.0
GE624D,xAM,35.0,15.625,5.0,,6.0,0.2804655924241308,0.2848255569679888,3.0
GE624D,xAM,35.0,15.625,5.0,,7.0,0.3366069903197007,0.33087985085631927,3.0
GE624D,xAM,35.0,15.625,5.0,,8.0,0.3944466271876173,0.368458522802402,3.0
GE624D,xAM,35.0,15.625,5.0,,9.0,0.4512058156862864,0.4114584297056112,3.0
GE624D,xAM,35.0,15.625,5.0,,10.0,0.5119132659218607,0.45348666956722,3.0
GE624D,xAM,35.0,15.625,5.0,,11.0,0.577839368947072,0.4893868634002662,3.0
GE624D,xAM,35.0,15.625,5.0,,12.0,0.6468525235135597,0.530470338577005,3.0
GE624D,xAM,35.0,15.625,5.0,,13.0,0.7182805394626355,0.5759626160629433,3.0
GE624D,xAM,35.0,15.625,5.0,,14.0,0.7922506978537139,0.6164777385902774,3.0
GE624D,xAM,35.0,15.625,5.0,,15.0,0.8697520666247289,0.6523627748133025,3.0
GE624D,xAM,35.0,15.625,5.0,,16.0,0.94770768775397,0.6929482274403682,3.0
GE624D,xAM,35.0,15.625,5.0,,17.0,1.0366124243185801,0.7335327605600924,3.0
GE624D,xAM,35.0,15.625,5.0,,18.0,1.1200450503976351,0.7629246232905379,3.0
GE624D,xAM,35.0,15.625,5.0,,19.0,1.20458319480955,0.795111203738896,3.0
GE624D,xAM,35.0,15.625,5.0,,20.0,1.2914617059938462,0.8248847925834157,3.0
GE624D,xAM,35.0,15.625,5.0,,21.0,1.3812588028484933,0.8577706989722663,3.0
GE624D,xAM,35.0,15.625,5.0,,22.0,1.4727060168432526,0.8803284130883541,3.0
GE624D,xAM,35.0,15.625,5.0,,23.0,1.566888472872801,0.906661631659727,3.0
GE624D,xAM,35.0,15.625,5.0,,24.0,1.6638112072450333,0.9359625964005925,3.0
GE624D,xAM,35.0,15.625,5.0,,25.0,1.7584713506672365,0.9520162825538869,3.0
GE624D,xAM,35.0,15.625,5.0,,26.0,1.853540376917777,0.970615680505568,3.0
GE624D,xAM,35.0,15.625,5.0,,27.0,1.9530554617239957,0.9904438409453299,3.0
GE624D,xAM,35.0,15.625,5.0,,28.0,2.0499817959174544,1.0179966906244873,3.0
GE624D,xAM,35.0,15.625,5.0,,29.0,2.1467677754773202,1.0465774485744153,3.0
GE624D,xAM,35.0,15.625,5.0,,30.0,2.241592655279834,1.0549198878494621,3.0
GE624D,xAM,35.0,15.625,7.0,,1.6,0.021458336819474535,0.021065586026106132,3.0
GE624D,xAM,35.0,15.625,7.0,,2.0,0.026548707153260232,0.028464950768804606,3.0
GE624D,xAM,35.0,15.625,7.0,,3.0,0.03736851211269721,0.035310910442378114,3.0
GE624D,xAM,35.0,15.625,7.0,,4.0,0.04571238127266485,0.04059568988639634,3.0
GE624D,xAM,35.0,15.625,7.0,,5.0,0.06403177473256684,0.04760608973331109,3.0
GE624D,xAM,35.0,15.625,7.0,,6.0,0.08676601346059676,0.0621244670721941,3.0
