probe,Mode,Aperture,TxFrequency_MHz,Location_mm,Focus_mm,Voltage_V,PPP_MPa,PNP_abs_MPa,NumTrials
GE624D,xAM,65.0,15.625,10.0,,28.0,0.8500800133249194,0.9791549733441549,3.0
GE624D,xAM,65.0,15.625,10.0,,29.0,0.8762102359728052,1.012180029432821,3.0
GE624D,xAM,65.0,15.625,10.0,,30.0,0.9033697624400224,1.0457403632748565,3.0
GE624D,xAM,85.0,15.625,5.0,,1.6,0.08180608847018415,0.08130926546153473,3.0
GE624D,xAM,85.0,15.625,5.0,,2.0,0.11321066426133791,0.11033677506567942,3.0
GE624D,xAM,85.0,15.625,5.0,,3.0,0.17711564244575775,0.187845488999846,3.0
GE624D,xAM,85.0,15.625,5.0,,4.0,0.24545671600599586,0.26367992457376904,3.0
GE624D,xAM,85.0,15.625,5.0,,5.0,0.3117130472255772,0.3372353179185201,3.0
GE624D,xAM,85.0,15.625,5.0,,6.0,0.3845219043790264,0.4092051051631402,3.0
GE624D,xAM,85.0,15.625,5.0,,7.0,0.45426143155817283,0.4783775277253784,3.0
GE624D,xAM,85.0,15.625,5.0,,8.0,0.5274192545876392,0.5525960974937902,3.0
GE624D,xAM,85.0,15.625,5.0,,9.0,0.6058223375631968,0.6262571742644342,3.0
GE624D,xAM,85.0,15.625,5.0,,10.0,0.6787030179086128,0.6958396622504663,3.0
GE624D,xAM,85.0,15.625,5.0,,11.0,0.7573764375142024,0.7673419948472113,3.0
GE624D,xAM,85.0,15.625,5.0,,12.0,0.8435916984821586,0.8440338699594566,3.0
GE624D,xAM,85.0,15.625,5.0,,13.0,0.9299849834079957,0.9171625945106712,3.0
GE624D,xAM,85.0,15.625,5.0,,14.0,1.0241687466019027,0.9866338667607238,3.0
GE624D,xAM,85.0,15.625,5.0,,15.0,1.1165899168807594,1.0544003587604542,3.0
GE624D,xAM,85.0,15.625,5.0,,16.0,1.2033085099812044,1.124085433813874,3.0
GE624D,xAM,85.0,15.625,5.0,,17.0,1.2837866430862543,1.1968729260409379,3.0
GE624D,xAM,85.0,15.625,5.0,,18.0,1.3676544456706248,1.2658694342807315,3.0
GE624D,xAM,85.0,15.625,5.0,,19.0,1.4583552706020282,1.3337226004918776,3.0
GE624D,xAM,85.0,15.625,5.0,,20.0,1.5502985845608175,1.3946088310409541,3.0
GE624D,xAM,85.0,15.625,5.0,,21.0,1.6468584384455465,1.4429641242968996,3.0
GE624D,xAM,85.0,15.625,5.0,,22.0,1.7414780538300942,1.5008680706210402,3.0
GE624D,xAM,85.0,15.625,5.0,,23.0,1.8317107696220225,1.5536045394350075,3.0
GE624D,xAM,85.0,15.625,5.0,,24.0,1.932663336852319,1.6009167689592132,3.0
GE624D,xAM,85.0,15.625,5.0,,25.0,2.0260796236425045,1.6482153880063344,3.0
GE624D,xAM,85.0,15.625,5.0,,26.0,2.1177127988440856,1.695998568373369,3.0
GE624D,xAM,85.0,15.625,5.0,,27.0,2.2017375578321485,1.747951406435594,3.0
GE624D,xAM,85.0,15.625,5.0,,28.0,2.292952298733758,1.7971918174597417,3.0
GE624D,xAM,85.0,15.625,5.0,,29.0,2.378880491407978,1.842892802284447,3.0
GE624D,xAM,85.0,15.625,5.0,,30.0,2.4521399462924145,1.8998552969580083,3.0
GE624D,xAM,85.0,15.625,7.0,,1.6,0.06459133939022786,0.06515653472453277,3.0
GE624D,xAM,85.0,15.625,7.0,,2.0,0.09167218652520777,0.09307109797613128,3.0
GE624D,xAM,85.0,15.625,7.0,,3.0,0.14231515291138316,0.15522102645095517,3.0
GE624D,xAM,85.0,15.625,7.0,,4.0,0.19716805064274512,0.21004838117733646,3.0
GE624D,xAM,85.0,15.625,7.0,,5.0,0.2541693193823628,0.27357161629858623,3.0
GE624D,xAM,85.0,15.625,7.0,,6.0,0.3132909653122991,0.33800092268405885,3.0
GE624D,xAM,85.0,15.625,7.0,,7.0,0.37701885196648055,0.39649334188426283,3.0
GE624D,xAM,85.0,15.625,7.0,,8.0,0.4358781806902161,0.45383385034562324,3.0
GE624D,xAM,85.0,15.625,7.0,,9.0,0.49597896557104376,0.504785993534424,3.0
GE624D,xAM,85.0,15.625,7.0,,10.0,0.5671581933890119,0.5639217865352938,3.0
GE624D,xAM,85.0,15.625,7.0,,11.0,0.6288911231708832,0.6293059925586623,3.0
GE624D,xAM,85.0,15.625,7.0,,12.0,0.7012651003546768,0.6851254190618502,3.0
GE624D,xAM,85.0,15.625,7.0,,13.0,0.7704399376871237,0.7433514806636049,3.0
GE624D,xAM,85.0,15.625,7.0,,14.0,0.8434678397126957,0.8040719194484832,3.0
GE624D,xAM,85.0,15.625,7.0,,15.0,0.912569473089635,0.8610996413193668,3.0
GE624D,xAM,85.0,15.625,7.0,,16.0,0.9886443224228033,0.9166687485969204,3.0
GE624D,xAM,85.0,15.625,7.0,,17.0,1.066800801959528,0.9679083540886508,3.0
GE624D,xAM,85.0,15.625,7.0,,18.0,1.146386110679786,1.017518536495854,3.0
GE624D,xAM,85.0,15.625,7.0,,19.0,1.221297124869369,1.0716346384017117,3.0
GE624D,xAM,85.0,15.625,7.0,,20.0,1.2888418450300119,1.125603562600319,3.0
GE624D,xAM,85.0,15.625,7.0,,21.0,1.354141777773074,1.1737669175820598,3.0
GE624D,xAM,85.0,15.625,7.0,,22.0,1.418063253003677,1.2251405159327409,3.0
GE624D,xAM,85.0,15.625,7.0,,23.0,1.4765862837633854,1.2787522089730092,3.0
GE624D,xAM,85.0,15.625,7.0,,24.0,1.559909263157558,1.3189126644099405,3.0
GE624D,xAM,85.0,15.625,7.0,,25.0,1.6322088879268153,1.3598344117633812,3.0
GE624D,xAM,85.0,15.625,7.0,,26.0,1.7148487730343145,1.4019722483514923,3.0
GE624D,xAM,85.0,15.625,7.0,,27.0,1.798854585139667,1.4253363849060168,3.0
GE624D,xAM,85.0,15.625,7.0,,28.0,1.8615460405232576,1.466848505402157,3.0
GE624D,xAM,85.0,15.625,7.0,,29.0,1.9302230901323576,1.5035967401034898,3.0
GE624D,xAM,85.0,15.625,7.0,,30.0,1.997063252442807,1.5359624746046492,3.0
GE624D,xAM,85.0,15.625,9.0,,1.6,0.05813296872356657,0.0643888460071083,3.0
GE624D,xAM,85.0,15.625,9.0,,2.0,0.07597384028414308,0.08635787352362186,3.0
GE624D,xAM,85.0,15.625,9.0,,3.0,0.12570600783237248,0.13970735626615385,3.0
GE624D,xAM,85.0,15.625,9.0,,4.0,0.17556483077054427,0.18898686677755114,3.0
GE624D,xAM,85.0,15.625,9.0,,5.0,0.22856040147975823,0.24113472157278837,3.0
GE624D,xAM,85.0,15.625,9.0,,6.0,0.2826832944575332,0.29362438806308483,3.0
GE624D,xAM,85.0,15.625,9.0,,7.0,0.33994599117714985,0.3473093801340556,3.0
GE624D,xAM,85.0,15.625,9.0,,8.0,0.39399852015723164,0.3975980808597683,3.0
GE624D,xAM,85.0,15.625,9.0,,9.0,0.45165947432128384,0.44720921196163727,3.0
GE624D,xAM,85.0,15.625,9.0,,10.0,0.5079805448609577,0.4979745247960763,3.0
GE624D,xAM,85.0,15.625,9.0,,11.0,0.5683302302181698,0.5486961743013515,3.0
GE624D,xAM,85.0,15.625,9.0,,12.0,0.6259717721469641,0.5975072018621764,3.0
GE624D,xAM,85.0,15.625,9.0,,13.0,0.6863739509877518,0.6448962207187615,3.0
GE624D,xAM,85.0,15.625,9.0,,14.0,0.7484002062048832,0.6933313152792402,3.0
GE624D,xAM,85.0,15.625,9.0,,15.0,0.813839214882521,0.740318392030671,3.0
GE624D,xAM,85.0,15.625,9.0,,16.0,0.8791831482022912,0.7916061258881656,3.0
GE624D,xAM,85.0,15.625,9.0,,17.0,0.9491129360374013,0.840358673278725,3.0
GE624D,xAM,85.0,15.625,9.0,,18.0,1.0224729155671322,0.8892000633723214,3.0
GE624D,xAM,85.0,15.625,9.0,,19.0,1.0948996971201146,0.9354926089229633,3.0
GE624D,xAM,85.0,15.625,9.0,,20.0,1.1547566409567818,0.9793500104787505,3.0
GE624D,xAM,85.0,15.625,9.0,,21.0,1.2053860666843945,1.025083322172681,3.0
GE624D,xAM,85.0,15.625,9.0,,22.0,1.2797341916299407,1.0609237126598552,3.0
GE624D,xAM,85.0,15.625,9.0,,23.0,1.37625289310387,1.0963565273833338,3.0
GE624D,xAM,85.0,15.625,9.0,,24.0,1.4630694931415593,1.1314936054770477,3.0
GE624D,xAM,85.0,15.625,9.0,,25.0,1.5373878752634347,1.1695028579284026,3.0
GE624D,xAM,85.0,15.625,9.0,,26.0,1.6112988923323452,1.2082116040966941,3.0
GE624D,xAM,85.0,15.625,9.0,,27.0,1.6798046042401922,1.2399961732470908,3.0
GE624D,xAM,85.0,15.625,9.0,,28.0,1.7552141893185016,1.26831890461042,3.0
GE624D,xAM,85.0,15.625,9.0,,29.0,1.8213530791680033,1.3012575148997645,3.0
GE624D,xAM,85.0,15.625,9.0,,30.0,1.8864359884942017,1.3265447698249515,3.0
GE624D,xAM,85.0,15.625,10.0,,1.6,0.030362054549800926,0.03613022780884611,3.0
GE624D,xAM,85.0,15.625,10.0,,2.0,0.04191005471264981,0.04885637766511267,3.0
GE624D,xAM,85.0,15.625,10.0,,3.0,0.06944015809477923,0.0792036510383103,3.0
GE624D,xAM,85.0,15.625,10.0,,4.0,0.09594864572041399,0.11068893138536855,3.0
GE624D,xAM,85.0,15.625,10.0,,5.0,0.12252128153021007,0.1427520229606661,3.0
GE624D,xAM,85.0,15.625,10.0,,6.0,0.15006757649554855,0.17278084273167316,3.0
GE624D,xAM,85.0,15.625,10.0,,7.0,0.17875598707479592,0.2046838187058678,3.0
GE624D,xAM,85.0,15.625,10.0,,8.0,0.20717991278630607,0.2372856236606272,3.0
GE624D,xAM,85.0,15.625,10.0,,9.0,0.2367519488881702,0.2703261200266284,3.0
GE624D,xAM,85.0,15.625,10.0,,10.0,0.26513089508227394,0.30542149305110083,3.0
GE624D,xAM,85.0,15.625,10.0,,11.0,0.29401130138568515,0.341469111040884,3.0
GE624D,xAM,85.0,15.625,10.0,,12.0,0.3261037753964477,0.37975049551404566,3.0
GE624D,xAM,85.0,15.625,10.0,,13.0,0.3578328785705874,0.418906398198807,3.0
GE624D,xAM,85.0,15.625,10.0,,14.0,0.38745562982458126,0.4563530859267102,3.0
GE624D,xAM,85.0,15.625,10.0,,15.0,0.42111114562545743,0.49592047936396266,3.0
GE624D,xAM,85.0,15.625,10.0,,16.0,0.45097979513741887,0.5338740689740593,3.0
GE624D,xAM,85.0,15.625,10.0,,17.0,0.4809354486826643,0.5749496365171628,3.0
GE624D,xAM,85.0,15.625,10.0,,18.0,0.5098104010933587,0.6132910671967018,3.0
GE624D,xAM,85.0,15.625,10.0,,19.0,0.5411455365287838,0.654819921314464,3.0
GE624D,xAM,85.0,15.625,10.0,,20.0,0.5741033050643156,0.6958244542457046,3.0
GE624D,xAM,85.0,15.625,10.0,,21.0,0.6045064395587109,0.7345970058405052,3.0
GE624D,xAM,85.0,15.625,10.0,,22.0,0.6317221832419297,0.7732246035530214,3.0
GE624D,xAM,85.0,15.625,10.0,,23.0,0.6616462985644364,0.8115410481197801,3.0
GE624D,xAM,85.0,15.625,10.0,,24.0,0.6904672342337679,0.8506356650430318,3.0
GE624D,xAM,85.0,15.625,10.0,,25.0,0.7155423827915847,0.8865721865878609,3.0
GE624D,xAM,85.0,15.625,10.0,,26.0,0.7425487362622624,0.9219781922197856,3.0
GE624D,xAM,85.0,15.625,10.0,,27.0,0.7661083809352417,0.9556104507658381,3.0
GE624D,xAM,85.0,15.625,10.0,,28.0,0.7906337961673352,0.9914213436674778,3.0
GE624D,xAM,85.0,15.625,10.0,,29.0,0.8157871841870632,1.0252432596912646,3.0
GE624D,xAM,85.0,15.625,10.0,,30.0,0.8431847744937148,1.0587060603536969,3.0
